,Comment
1374,여소해준다니까 바로 사과하는거 존나웃기네 ㅋㄱㅋㄱㅋㄱㅋㄱㄱㅋㄱㅋㄱㅋㄱㅋㄷㅋㄷㅋㄷㅋㄷㅋㄷㅋㄷㅋㄷㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1375,케이셉게이야 ㅋㅋㅋㅋㅋㅋ
1376,외삼촌반응 보고 싶은 케이셉엄마면 개추
1377,과학! 과학! ㅇㅈㄹ 개웃김 ㅋㅋㅋ
1378,풍자 성공했농ㅋㅋ
1379,도망쳐!!
1380,개무례한 발언하고 지들도 멋쩍어하는게 진짜 개웃김ㅋㅋㅋ
1381,와 시발 백선이누나 고딩때 수련회 관리위원으로 봤었는데 아직도 개이쁘노..ㄷㄷ
1382,포이즌 ㅈㄴ 웃기네 ㅋㅋㅋㅋㅋㅋㅋ
1383,킬포가 몇개냐 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개미쳤네
1384,포이즌아빠등장예고 나올날이머지않은듯
1385,그래서 포이즌이 경민이 맞지?
1386,케이셉 저런 미친놈을 어떻게 여친 사귀었누
1387,포이즌 갤럭시쓰네 푸쉬같아
1388,혹시 고양이 두마리랑 쿠로미? 문신 이랑 무슨 공원? 이거는 무슨 이유인거에요?? 다른것들은 그냥 능지 이슈랑 ㅍㅁ 그리고 인스타충같은데
1389,이제는 웃참도 안하네 십ㅋㅋㅋㅋ
1390,맨스티어만 기다렸으면 개추
1391,포이즌 안경 벗겨주세여
1392,어떻케~~~~~~!!!!!
1393,여자분 컨셉못지키고 현웃터지는거 개웃기네 ㅋㅋㅋ
1394,빈지노 팔로우 취소해 <-신곡 제목?!
1395,포이즌 사심채우네.
1396,이쁜애가 말걸어지면 존나 착해지면서 리스트만들어서 거른다는 애들 존나웃기내 ㅋㅋㅋㅋ 안놀아줘서 삐진거엿노 ㅋㅋㅋㅋㅋ
1397,진짜 40분내내 존나웃기네 ㅋㅋㅋㅋㅋ
1398,GTA스토리 같넼ㅋㅋㅋㅋㅋㅋ
1399,불법신고 (대상선이)
1400,얘네 지들이 하고 지들이 머쓱해 하고 웃참하는게 개웃기네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1401,아무도 30분이상 태그 안하는게 레전드네 ㅋㅋㅋ
1402,진짜 실제로도 여자는 친구 이쁘면 언급조차안함ㅋㅋ남주기 아까운 그딴 심보있음
1403,Oh god×2
1404,ㅅㅂ 이정도면 진짜 참여형 소년만화다 ㅋㅋㅋㅋㅋㅋㅋ
1405,국힙정리 끝났으니 이제 국회정리 가자... 나라에 쓰레기들이 너무 많다
1406,케이셉 인기 대단하네요
1407,ㅋㅋ내가 맨스티어면 영상찍다가  수십번 NG날거같은데.. 확실히 얘넨 난놈들이야ㅋㅋㅋ
1408,진짜 존나웃김 ㅋㅋㅋㅋㅋㅋㅋ
1409,소개팅에 아빠를 파네 ㅋㅋㅋ
1410,케이셉 정실은 포이즌이 맞는거 같다
1411,결말이 개웃기네 ㅅㅂㅋㅋㅋㅋㄴㅋㅋㅋㄱㅋㄱㅋㄱㄱㅋㄱㅋㄱㅋㄱ
1412,고양이 2마리는 과학이지 ㅈㄴ웃기네 ㅋㅋ
1413,아버지가 롤X남 이시라니..
1414,고양이두마리 이상 키운다? 진짜 제발 도망쳐라..ㅋㅋㅋㅋㅋㅋㅋ 저거중에 제잃확실한 과학임 그다음이 타투ㅋㅋ
1415,뽀득뽀득 가이가 뭔가요?
1416,여자 누구임??
1417,싸이언스ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1418,포이즌 다했다…..
1419,케이셉 모자벋을때 ㅈㄴ잘생겼누
1420,ㅁㅊ ㅋㅋㅋㄹㅋㅅㅋㅆㅋㅅㅋㅋㅋ 이걸 왜 지금 봤냐 개웃기네
1421,oh 한국어로 번역
1422,케이셉 바지 빵꾸남;;;
1423,사이언스 사이언스 ㅇㅈㄹ 존나 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1424,포애즌 나 초덴 단어 선택좀....
1425,근데 이거 어디까지가 대본임?
1426,썸네일 미야시타 레나인 줄
1427,여자 연기 ㄱ잘해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1428,포이즌이 잘하는걸 케이셉이 어떻게 아냐고.. 게이게이야..
1429,룩엣 ㄷㅣ이스
1430,ㅈㄴ웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1431,당근 개웃기네
1432,ㅋㅋㅋ 포이즌 악x47 소리나게 좋아하네
1433,
1434,도망가 포이즌 rnu away
1435,아 진짜 존나웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1436,전화도 안받는 아빠를 어떻게 대려오지
1437,가족반응이 궁금한데 이런건
1438,컨셉이 김장훈 랩퍼인지
1439,밤양갱이 ㅈㄴ 웃기네
1440,백선님 무서운 여자다..
1441,아 존나웃긴다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1442,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1443,나레이션 지맘대로 해석하는거 ㅈㄴ 웃기네ㅋㅋㅋㅋㄱㅋㅋㄱㅋ
1444,이센스가 더좋아 ㅋㅋㅋ개쳐웃기네
1445,수아누나한테도 맞더만 인제는 포이즌한테도 맞넼ㅋㅋ
1446,버스에서 뿜으면서 봤네ㅋㅋㄱㄲ진짜
1447,김하온임?
1448,빈지노 보다 이센스가 더 좋아 씹ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1449,질문 거름망 수준 존나 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1450,포이즌 아빠 퐁퐁남ㅋㅋㅋㅋㅋ 엄마 미인이라 ㅋㅋㅋㅋㅋㅋ
1451,오늘따라 포이즌이 더 불쌍해보이는…
1452,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1453,이정도 인기면 빈지노가 고마워해야
1454,진짜 김봉준이 아니였네
1455,아 포이즌 개웃기네
1456,몸에 쿠로미 문신 새기고 멘헤라 공에서 틱톡 찍고 트위터 찍는다라...
1457,진짜 문짝만하다....
1458,웃참보면 ng없이 가는거 같은데 ㅋㅋ
1459,수아랑 찍는 거 보다 좋아보이면 개추
1460,ㅋㅋㅋㅋㅋㅋㅋ
1461,머저리 두명ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ빠끄다 빠끄
1462,쿠로미 문신 힙합 정병녀 ㅋㅋㅋㅋ 포이즌이 그냥 뺏자
1463,ㅋㅋㅋㅋㅋ포이즌 겁나 선비인데 가사는 개망나닌거 너무웃김
1464,ㅋㅋㅋㅋㅋㅋㅋㅋ
1465,자기들끼리 웃참하는게 ㅈㄴ 웃김 ㅋㅋㅋㅋㅋ
1466,뽀득뽀득 가이
1467,근데 포이즌 살빠졌나 선글라스가 커보이는데
1468,순풍순풍 게이셉
1469,여자분너무이쁘다
1470,목살 튜브 있는거 왤캐 귀엽지 ㅋㅋㅋ
1471,AK47 600만 돌파 ㅋㅋㅋㅋ
1472,사촌들 존나배아프겠네 ㅋㅎㅋㅎㅋㅎㅋ
1473,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1474,No!!! (감사합니다!!!) Stop!!! (영광입니다!!!)
1475,개이쁘다
1476,진용진 연습생?
1477,포이즌 미친새끼 연기의신 접신했노 ㅋㅋㅋㅋㅋㅋㅋㅋ
1478,골빈여자 댕청미 잘살리네 ㅋㅋㅋㅋㅋㅋ
1479,이 백선이랑 진짜 사귀는 거임?
1480,존나 웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1481,아 첨보는데 조온나 처웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1482,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1483,포이즌 소개팅녀분 릴피기랑 사귀시면 될거같은데
1484,“나 호구야?”
1485,국힘을 씹어먹었디. 륜석열 리재명 케이셉 let's go
1486,아 시발 케이셉 하면서 막는거 존나웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1487,나랑 사귀어줄그래인마
1488,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1489,지안이 내꺼
1490,케이셉 밤양갱이 AI인건 이제 알았네ㅋㅋ
1491,쿠로미 정신병약 트위터인스타 고양이 = 과학
1492,여자분 살만 빼면 이쁘실 거 같은데 전형적인 인스타 비포엔에프터에서  살빼고 엄청 이뻐지시는 분들 비포 느낌임
1493,포이즌 저 마이콜안경 ㅅㅂ졸라웃김
1494,ㅋㅋㅋㅋ
1495,ㅋㅋㅋㅋㅋㅋ
1496,도망쳐 포이즛
1497,아 개웃기네
1498,ㅋㅋㅋㅋㅋ
1499,아 존나 웃기네이거
1500,ㅋㅋ
1501,테스트
1502,ㅋㅋㅋ
1503,존나웃기네 ㅋㅋ
1504,솔직히 ㅈㄴ 이쁨
1505,ㄲㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱㄱㅋㅋㄱㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋ
1506,ㅇㅅㅇ
1507,112
1508,포이즌 ㅋㅋㅋ
1509,으악
1510,아 ㅈㄴ 웃기네진짜 ㅋ ㅋ ㅋ ㅋ ㅋ
1511,fxxxing 오두방정 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1512,멘헤라 ㅋㅋㅋㅋ
1513,ㅅㅂ 걍 포이즌 900만회 영상 개구리돼는거잖아 ㅋㅋㅋㅋㅋㅋㅋㅋ
1514,ㅏ ㅅㅂ ㅈㄴ웃겨 포이즌
1515,50
1516,밤양캥ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1517,뽀득뽀득보이 ㅋㅋ
1518,진짜 ㅈㄴ 웃기네 ㅋㅋㅋㅋㅋ
1519,쿠로미 ㅋㅋㅋㅋㅋ
1520,ㄴㅋㅋㅋㅋㅋㅋㅋ
1521,뽀득뽀득보이 ㅋㅋㅋㅋㅋㅋㅅㅂ
1522,ㄱㅈㄴ
1523,아 ㅅㅂㅋㅋㅋㅋㅋㅋ ㅈㄴ웃기네
1524,와썹 ㅅㅂㅋㅋㅋ
1525,ㅈㄴ 웃기네
1526,flower snake ㅋㅋ
1527,ㅅㅂㅋㅋㅋㅋ
1528,이쁘신대
1529,미친거아냐?ㅋㅋㅋㅋㅋ
1530,BBW
1531,웃기고 무섭다
1532,안간힘...ㅋㅋ
1533,프렌치불독상
1534,국힙말고 국회
1535,ㅋㅋㅋㅋ쿠로미 존나웃기네
1536,바지 구멍 ㅋㅋ
1537,외삼촌 앞에서 꺼드럭거리는거 존나 보고 싶다 케이셉 ㅋㅋㅋㅋ
1538,케이셉 진짜 씹하남자 푸시ㅋㅋㅋㅋㅋ
1539,대엄 포이즌 머쉬룸
1540,진짜 개웃었네ㅋㅋㅋㅋㅋ
1541,밤양갱 ㅈㄴ웃기네 ㅋㅋㅋ
1542,퐁퐁납 ㅋㅋ
1543,살짝 킹 받네
1544,언냐 예뻐
1545,아 밤양갱 ㅈㄴ 웃기네 ㅋㅋㄲㅋㅋㅋㅋ
1546,박민정인줄
1547,disrespect
1548,ㅈㄴ웃기네 ㄸㄹㅇ들 아니냨ㅋㅋㅋㅋㅋㅋ
1549,아 ㅅㅂ ㅋㅋㅋㅋ 볼때마다 레몬백작 생각나네
1550,과학이다 도망쳐
1551,............제발..............rtp
1552,AK47로 제트팩 조이라이드 하면서 날아왔다
1553,아 씨발 배 짼다 진짜 존나웃기네ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㅌㅌㅌ
1554,미소100키로
1555,눈치가 조또마때요
1556,ㅋㅋㅋㅋㅋㅋㅋ뽀득뽀득 Boy~ㅇㅈㄹ
1557,패드립 존나 웃기네 ㅋㅋㅋㅋㅋ
1558,쿠로미가 무슨뜻인디? 캐릭터아님?
1559,케이셉 바지에 구멍 났어 케이셉
1560,국힘을 씹어먹네
1561,목소리 듣고 카광인줄
1562,성욕에 눈이멀어 고개를 숙여서 비추
1563,아 존나 지옥같다 ㅆㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1564,이건 빈지노도 보고 쳐웃는다 ㅋㅋㅋ
1565,여자분 돈 얼마받았나요
1566,포이즌 마 남자다
1567,사이언스 ㅇㅈㄹ하는게 ㅈㄴ웃기내 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1568,ㅋㅋㅋㅋ저기에 깨진 아이폰이면 끝났다
1569,대사가좀 아쉽다 마지막에 포이즌이 아빠 찾으면서 끝낫으면 대박이엇는데
1570,시불 이제보니까 맨 처음 나오는 도시도 서울아니고 필리핀 마닐라네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1571,뽀득뽀득 guy ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1572,포이즌 게이 반갑다
1573,뽀득뽀득 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1574,백선이 ㅈㄴ이쁨
1575,한국에서 트위터는 거르긴해야됨
1576,이국주 어케섭외함?
1577,ㅅ1바ㅋㅋㅋ
1578,난 골무낀사람이 포이즌인줄..
1579,저 푸짐한 여성분은 뭐ㅏ하시는분이시죠. 유튭계정 없으시나
1580,저는 이영민 이에요
1581,볼수록 싸이 ㅋㅋ 야 새됐어 한번 불러봐라 ㅋㅋㅋ
1582,진짜 미안한데 밥먹다가 껏어
1583,영하10도 에요 ㅇㅈㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1584,포터남ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1585,진짜 1베드립 치는거 ㅈㄴ 웃기네 ㅋㅋㅋㅋㅋㅋ
1586,포이즌 불쌍해
1587,포이즌 억텐ㄷㄷ
1588,포이즌 문신 무서워하면서 왜 나비문신이랑..
1589,밤양갱 저게 진짜한게아니라 AI였노 ㅅㅂㅋㅋ
1590,서든 ㅈㄴ 잘하게 생겼노ㅋㅋ
1591,무슨 족발다리같은게 보였었는데 잘못봤나
1592,포이즌 ㅈ@ㄹ 모먼트 개웃기네 ㅋㅋㅋ
1593,게이셉 하루종일 어깨동무 하고 있는거 완전 puxxxx
1594,시발 존나 웃겨서 한 번에 못 보겠네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1595,존나 웃기네 ㅅㅂ ㅋㅋㅋㅋㅋ 저게 힙합이다
1596,삼일절 모르는건 선 넘긴 했다
1597,릴섹시는 어딨어 케이셉
1598,포이즌 비떱 너랑 잘어울려 한번 만나봐
1599,쿠로미 ㅋ
1600,이센스는 비판했는데 ㅋㅋ
1601,호구 ㅋㅋㅋㅋㅋ
1602,퐁퐁남에서 무너졌다 씨qkf ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1603,쿠로미 ㅋㅋㅋㅋ 도망쳐
1604,케이셉여자친구가 빡쳐서 복수한거네
1605,와 근데 이쁘긴함
1606,여기서 성별이 반대였다면?
1607,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개지랄 떨기 ㅋㅋㅋㅋ시작했다네
1608,카메라 너무 확대하지 말아주세요.
1609,다행히도 아직다리가낫지않은 케이셉ㅋㅋㅋ나레이션도 싫어함
1610,진지하게 마약검사 해봐야하는거 아니냐 ㄷㄷ
1611,여자문제는 포이즌 말듣는게 맞지ㅋㅋㅋ 25번여자까지 있는데ㅋㅋ
1612,ㅋㅋㅋㅋ 쿠로미문신
1613,포이즌 디시할듯ㅋㅋ
1614,케이셉 200만보고 ㅁㅊ짓하는데
1615,밥양갱단 스헤엑
1616,니여친 쩔더라가  이렇게  만들어졌구나
1617,벌처안경 저런건누가파는거야 ㅎ
1618,연출 아닌 것 같음 개추 ㅋㅋ
1619,아이유가 밑에 있다는게 ㅈㄴ 웃기네 ㅋㄲㅋ
1620,포이즌 ㅈㄴ불쌍하네
1621,일베드립 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1622,나 박건우인데 나도 여소좀.
1623,포이즌보다 괜찮은데?
1624,근데 솔직히 케이셉이 랩 다한건 맞아서 억울할만함
1625,흑돼지와 백돼지
1626,호북이 실사판인거냐
1627,우리 동네는 밤마다 ㅈㅈ폭력
1628,큰여자 내스탈
1629,쿠로미는 도망쳐야지
1630,얘네들 마약검사 해봐야 될꺼같다ㅋㅋㅋ
1631,시온이 바람피네
1632,ㅈ1ㄹ
1633,돼지우리가 됐네~
1634,아니 포이즌이 음악이랑 야스는왜........
1635,강간아니냐 저건
1636,솔직히 케이셉이 다했긴 했다
1637,이다음은 뭐죠 유부남 포이즌???
1638,근데 솔직히 지안님 살만 빼면 쌉가능 인데
1639,랩이 본업인 애들 ㅈㄴ 불쌍하노 ㅋㅋ
1640,mz 찜질방 가는거 보고싶노
1641,XX남이 뭔데?
1642,국힙이 아니라 국밥그릇 씹어 묵게 생겼노
1643,유브이방이랑 콜라보하잨ㅋㅋㅋ 쌈@뽕 할거같은데 ㅋㅋㅋ
1644,확실히 포이즌 이새끼 8수 하더니만 영어는 좀 늘은듯
1645,모두가 내발 아래 ㅅㅂ 산이 오마주 맛있노
1646,패드립만 안했으면 좋겠는데
1647,ㅈㄴ ㅅㅂ 내스타일이야 ㅋㅋ 개 재밌어 ㅋㅋ
1648,퍽킹 푸씨
1649,그래서 진짜 사귀는거임?
1650,3.1절을 모르는건 좀...;;;
1651,아 ㅅㅂ 마지막에 정적 흐르는 부분이 존나 웃기네 말하는거보다 더 웃기네 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1652,너 연기 아니지
1653,어떤 머저리 두 명 때문에 국힙씬이 한바탕 난리난 며칠 훜ㅋㅋㅋㅋㅋㅋㅋㅋ
1654,음학을 ㅅㅅ 하고?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1655,여자 ㄴㄱ임 ?
1656,릴섹시 어디갔냐?
1657,잘 모르는데 쿠로미 문신보고 왜 놀라는거임??
1658,포이즌 모쏠인데 왜 항상 여자 많은척함?
1659,몽정규 사퇴해라
1660,나레이션 악마다
1661,나만 뽀득뽀득남이 뭔지 이해못한거?..
1662,호들갑떨던게 게이셉이아니라 보이즌이었구나
1663,근데 살빼면 예쁘실 얼굴이네 ㅋㅋ
1664,근데 여자 진짜 존나 이쁘긴 하다 ㅋㅋㅋ 유나 닮은듯
1665,항마력딸려서 못보겠닼ㅋㅋㅋㅋㅋㅋㅋㅋ
1666,국힙찔 재연을 너무 잘해도 그것 나름대로 역겹네…
1667,빠니보틀이랑 곽튜브같네
1668,이대로 국회의원 출마하면 안되냐?
1669,뿌득뿌득이 뭐에요 ?30대 인데 모르겟어요 xx남 ㅠㅠㅠ
1670,근데 진짜 여자 살 빼면 로또인데?
1671,국힘을 씹어 먹는다 해서 민주당 지지자인줄
1672,여성분 매력있으신데..? 이쁘세요 살이있는데도
1673,릴섹시는 어디감?
1674,누가 봐도 둘다 일베할거 같은데 ㅋㅋㅋㅋ
1675,뚱녀는 선 넘었지 ㅋㅋㅋㅋ
1676,This is fxxxing my grandma ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1677,성우+자막은 대체 왜 '니가' 도  아니고  '너가' 거림? 이해 안가네
1678,왠지 지안님 살 빠지셨을 때 엄청 이쁠 것 같음. 약간 미인 상이신데?
1679,이게 성폭행아님 뭐임?
1680,XX남이 뭐임??
1681,나레이션진짜 미친색긴가 ㅋㅋㅋㅋㅋㅋㅋㅋ
1682,이번편 진짜 ㅈ같다 ㅋㅋㅋㅋㅋㅋ
1683,케이셉 진짜 개씹하남자력ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1684,지안 나만좋나 ㅋ
1685,살빼면 진심으로 이쁠듯
1686,포이즌 왤케 싫어해 너랑 똑같이생겼는데
1687,포이즌의 최면어플로 케이셉 의 여친을 꼬셔서 케이셉은 포이즌에게 개쌍욕을 박고 포이즌을 때리려하지만 여자친구가 말리고 짧은 옷을 입은 여자친구의 윗가슴에 처음 보는 문신이 보인다. 당황하는 케이셉 이에 더 화가난 케이셉 포이즌에게 주먹을 휘드르지만 포이즌이 공격을 피하고 힘으로 케이셉을 제지한다. 케이셉은 포이즌을 보며 울부짖는다  크앙  포이즌 왈  중고 같은 신품 박스만 뜻어져 있었어  케이셉은 울면서 뛰쳐나간다.
1688,아시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ쿠로미녀
1689,근데 개그 떠나서 국힙 원탑은 이센스가 맞음 빈지노는 언제적 빈지노인지도 모르게 퇴물임
1690,여자 누구임?
1691,뭐지 지안이 이쁜데?
1692,진짜 포이즌 역겹다  왜 연애에 간섭을 함?
1693,여기 공군 아니야?🦅  공군 가기 전 예비 체험으로 항공대 드론학과 다녀옴😉
1694,창섭이라서 표지판 수동으로 들고 다닐 생각 한거다ㅋㅋㅋㅋㅋㅋㅋ진짜 짱이야 ㅋㅋㅋ 인식된것도 더 웃김 ㅋ
1695,너무 많이 해서 그런가? 할 때 섭이랑 동시에 터짐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1696,진짜 제발 학식 개선 시급합니다 총장님;;;
1697,이창섭이 메뉴 물어보는데 투움바 파스타요 이러니 표정 ㅋㅋㅋㅋㅋ
1698,진짜 항공대가 아웃풋 대박인 학교...
1699,항공대 최고아웃풋은  현대자동차 부회장인데 (기계공학) 신종운 현대기아자동차그룹  부회장
1700,요즘 전과자 이창섭 표정이 점점 더 좋아지는 것 같음 ㅋㅋㅋㅋ
1701,너무 많이 해서 그런가 밖에 생각 안남ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1702,여즘 하루종일 이창섭 영상만 찾아봐서 현타옴 .. 내가 연예인 이렇게 좋아 했었나..
1703,내가 이렇게 이창섭을 좋아할줄이야….
1704,ㅎㅎㅎ표지판들고옮기는모습이왜케귀엽고예쁘냐 ㆍ말도너무위트있게잘해창섭이많의매력
1705,드론공학과 생전처음보는 이색학과인데 전과자 통해서 알게되는듯 코딩 등 어려운 수업인데 전과자만의 센스있는질문과 신박한 드립으로 흥미롭게 볼 수 있어서 교육예능이나 다름없음ㅋㅋㅋㅋㅋ중고등학생 필수교과예능
1706,항공대는 항공 쪽에서 넘사벽이죠
1707,항전정 졸업생입니다 라뗀 화전역이었는데 ~~댄공 비행기도 들어오고 아주 좋아졌네요 원래 헬리콥터 날아서 시끄러워서 수업 일시정지 되고 축제때 라퓨타에서 운영하는 열기구도 타줘야하는데 말이죠 ㅋㅋㅋㅋ
1708,볼때마다 느끼는거지만 정말 전과자 쎈쓰가 장난아님~~~^^
1709,항공대 진짜... 나의 워너비 학교 ㅎㅎ 다시 태어날 기회가 생긴다면 꼭 항공대 진학하고 싶을 정돕니다
1710,이창섭 전과자 평생 해주라... 이창섭 아니면 할 사람 없음 ㅠ
1711,관제탑이랑 조종사 시뮬레이션 하는거 개멋지네
1712,전과자 볼 때마다 느끼는 건데 이창섭 순발력이랑 센스 진짜 미쳤어 ㅋㅋㅋ 표지판 갖다 댈 생각 진짜 어케하냐고 ㅋㅋㅋ 나였으면 절대 못함 ㅋㅋㅋ
1713,빨리 전과자 공군편 보고싶어요
1714,원래는 비투비노래를 좋아해서 호감이었는데 전과자 우리학교와서  코앞에서 이창섭 본후로 실물이 훨배 잘생겨서 요즘 전과자 처음부터 돌려보는중.. 내가알던 모습은 갈발인데  갑자기 흑발인거 실물로 보고 깜짝 놀래버림..
1715,캬 우리학교가 나오다니 항공대 많은 사랑 부탁드립니다~ 졸업생
1716,내가 이창섭을 이렇게나 좋아하게 될줄은 정말 몰랐다...
1717,요즘 진짜 신기하고 처음들어보는 학과 가줘서 전과자가 더 재밌어짐.....처음에 나풀거리면서 등장하는거 핵귀엽네 ㅋㅋㅋ 공군가기전 예비 체험으로 드론학과 갔대요...ㅋㅋㅋㅋㅋㅋ 공군 후보생 모집 보니까 곧 너의 미래라고 하는 피디님 너무 귀여우세요 ㅋㅋㅋ매일 목요일만 기다려짐 진짜 전과자 없어지면 나 울거야
1718,항공대 부럽다..ㅠ 가고싶었던 학교였는데..
1719,잘세운다 이창섭
1720,피디가 놀릴때마다 앙탈부리는거 개귀엽다..우리 과자 몸상하지 않게 해주세요🫶
1721,한국항공대 스마트드론공학과에 드론 날리러 갔다가 코딩 받아버려 멘탈이 가루가 된 전과자 이창섭님 항상 응원하고 있습니다
1722,우와 항공대생들 멋있다..
1723,이창섭 뭔가 사람을 기분좋게 하는 어마무시한 매력이 있네
1724,근데 진짜 학과 자체가 멋진것 같음! 뭔가 생소해서 그런가?!ㅋㅋㅋㅋ 창섭이 겁나 귀여워!!
1725,저는 이 프로그램 덕분에 창섭이형을 알게되었는데 ㅋㅋ 처음에는 약간 개그?..예능 하시는 분인줄 알았는데 아이돌이더라고요 ㅋㅋ 엄청 친근한 얼굴이라서..ㅎㅎ 정말 착하고 좋은 분 같습니다. 앞으로 관심가지고 응원하겠습니다!!
1726,이창섭 때문에 전과자 보는데 넘 잼있음
1727,이창섭 얼굴만봐도 그냥 재밌다
1728,진짜 조용한사람이 여기서 말많이 하는 창섭쌤 보면 대단해짐 예전에 가끔 착각했음 창꼬에서 완잔 그냥 !! 조용하심 완전 차분한사람 중 제일 차분할 수 잇음… 대단존경함
1729,이창섭 매력 터지네.. 덕분에 멜로디 됨 ㅋㅋㅋㅋ
1730,이창삽 열사의 기적이 한 번 더 보여질 수 있길
